CBG ID,snow depth,% below poverty,% civilian unemployed,% capita income,% no high school,% 65 older,% 17 younger,% household disability,% single parent household,% minority,% not well english,% multi unit,% mobile homes,% crowding,% no vehicle,% group quarters,historical requests,neighbor historical request,Lon,Lat,311_requests
3.60E+11,163.3544674,0.04451683,0.019267823,69192,0.00129199,0.289839572,0.114438503,0.161354582,0.376344086,0.201069519,0,0.231638418,0,0,0.099601594,0.004278075,0.101604278,0.132997962,326348,323991,7.486631016
3.60E+11,166.857,0.346733668,0.084337349,20377,0.412162162,0.113461538,0.208653846,0.425581395,0.47133758,0.539423077,0.108653846,0.395604396,0,0.051162791,0.393023256,0.176923077,0.085576923,0.116040871,325119,322356,6.730769231
3.60E+11,159.9286886,0.396995708,0.110481586,10377,0.333333333,0.073819742,0.298712446,0.257990868,0.27443609,0.818025751,0.009287926,0.251417769,0,0.075342466,0.433789954,0.265236052,0.101287554,0.167484592,325261,325501,6.008583691
3.60E+11,191.6600092,0.726315789,0,15133,0.040358744,0,0.413157895,0.25,0.318471338,0.405263158,0.091922006,0,0,0,0.335714286,0,0.134210526,0.198101401,325397,321770,15.78947368
3.60E+11,228.020791,0.56,0.120481928,13592,0.286219081,0.16,0.386,0.300653595,0.764705882,0.762,0.0591133,0.015748031,0,0.026143791,0.614379085,0,0.28,0.208440476,331002,321951,12
3.60E+11,168.1326931,0.034172662,0,65682,0.052287582,0.25,0.044964029,0.394160584,0,0.176258993,0,0,0,0,0.03649635,0,0.170863309,0.166555624,325514,324563,10.79136691
3.60E+11,147.1827639,0.301652893,0.027607362,27917,0.226666667,0.020661157,0.305785124,0.235127479,0.878378378,0.749311295,0.09256662,0,0,0,0.354107649,0,0.067493113,0.132483816,325468,328506,8.26446281
3.60E+11,139.7478021,0.489192264,0.340720222,15453,0.228464419,0.092150171,0.259385666,0.403076923,0.793859649,0.584755404,0.208718626,0,0,0.095384615,0.335384615,0,0.12741752,0.142982868,323874,326758,6.825938567
3.60E+11,162.957771,0.011664899,0.023012552,75809,0,0.319194062,0.172852598,0.196428571,0,0.128313892,0.009389671,0.515463918,0,0,0.069444444,0,0.178154825,0.134526064,326325,323692,6.362672322
3.60E+11,199.3558043,0.908340972,0.23699422,7130,0.303571429,0.17512275,0.480360065,0.876325088,0.732075472,0.926350245,0.107927412,0.737556561,0,0.360424028,0.568904594,0.110474632,0.028641571,0.126279469,325466,320741,4.091653028
3.60E+11,195.3291178,0.181698486,0.101651842,59234,0.074103586,0.252139566,0.115207373,0.294520548,0.806451613,0.599736669,0.088394062,0.798429319,0,0.061643836,0.260273973,0,0.048716261,0.104156838,324822,320613,3.949967084
3.60E+11,189.571,0.602941176,0,21126,0.147058824,0.173529412,0.267647059,0.340659341,1,1,0,0.103960396,0,0.115384615,0.296703297,0,0.194117647,0.171986692,330443,323395,14.70588235
3.60E+11,137.286,0.332635983,0.0625,16767,0.307407407,0.077405858,0.215481172,0.676767677,1,0.148535565,0.033936652,0,0,0,0.035353535,0,0.163179916,0.140973177,323840,326973,10.46025105
3.60E+11,134.9575985,0.24952381,0,19112,0.340057637,0.099047619,0.257142857,0.402985075,0.391666667,0.807619048,0.220238095,0,0,0,0.084577114,0,0.205714286,0.127468676,323648,328587,9.523809524
3.60E+11,167.1762217,0.357522124,0.097402597,25964,0.328981723,0.099115044,0.254867257,0.249056604,0.819444444,0.810619469,0.219469027,0.290909091,0,0,0.260377358,0.024778761,0.118584071,0.115173476,324992,322654,8.849557522
3.60E+11,173.571,0.075213675,0.100456621,41030,0,0.237606838,0,0.142322097,0,0.162393162,0,0.637640449,0,0.074906367,0.479400749,0,0.05982906,0.169512337,325813,322496,6.837606838
3.60E+11,232.2321882,0.44500846,0,30664,0.418287938,0.221658206,0.037225042,0.440715884,1,0.741116751,0.181049069,0.912568306,0,0,0.704697987,0,0.093062606,0.214547312,326761,318976,8.460236887
3.60E+11,198.6168251,0.216397849,0,67248,0.096330275,0.200268817,0.029569892,0.234177215,1,0.310483871,0.034946237,0.170474517,0,0,0.316455696,0.005376344,0.228494624,0.237663833,325772,321156,6.720430108
3.60E+11,223.5898039,0.73006135,0.626760563,7857,0.463687151,0.193251534,0.242331288,0.438679245,1,1,0.05204461,0.444126074,0,0,0.740566038,0,0.079754601,0.188448799,327759,320275,12.26993865
3.60E+11,135.4363364,0.258928571,0,17821,0.380664653,0.089285714,0.367857143,0.19047619,0.247572816,0.8625,0.100642398,0,0,0,0.158730159,0,0.189285714,0.153140928,323919,328299,7.142857143
3.60E+11,190.9624408,0.40239521,0.052132701,20942,0.189935065,0.379640719,0.164071856,0.668918919,0,1,0.008838384,0.376623377,0,0,0.362612613,0,0.08502994,0.15437038,328105,322699,4.790419162
3.60E+11,186.0174974,0.799375488,0.101754386,10758,0.19394773,0.07496136,0.404173107,0.439121756,0.247058824,0.887171561,0.219512195,0.082061069,0,0.157684631,0.568862275,0,0.022411128,0.090739933,324779,321681,3.091190108
3.60E+11,237.0484837,0.402439024,0,14484,0.390243902,0.219512195,0,0.352941176,0,0.402439024,0,0.396226415,0,0,0.431372549,0,0.43902439,0.180039393,327446,319040,36.58536585
3.60E+11,190.7272364,0.80495356,0,12450,0.274305556,0.349845201,0.077399381,0.913461538,1,0.854489164,0.383900929,0.341346154,0,0,0.663461538,0.040247678,0.052631579,0.052542086,325021,321461,9.287925697
3.60E+11,173.0624221,0.002902758,0.10982659,59302,0.042662116,0.162554427,0.113207547,0,0.576923077,0.274310595,0,0.229508197,0,0,0.194444444,0,0.092888244,0.166921048,325745,322868,4.35413643
3.60E+11,181,0.344916345,0.04,33144,0.116554054,0.19047619,0.023166023,0.271794872,1,0.567567568,0,0.881516588,0,0,0.201709402,0,0.066924067,0.124482093,326539,322484,3.861003861
3.60E+11,175.0691757,0.166498486,0.078988942,42869,0.014066496,0.110998991,0.19778002,0.144869215,0.581632653,0.136226034,0,0.018108652,0,0.068410463,0.044265594,0,0.14530777,0.179354592,325629,324085,3.027245207
3.60E+11,135.7124673,0.230499562,0.047091413,22140,0.191435768,0.126205083,0.231375986,0.365630713,0.367768595,0.56266433,0.056657224,0.19579288,0,0.016453382,0.405850091,0.000876424,0.093777388,0.130978634,324017,329081,2.629272568
3.60E+11,170.7355681,0.117124394,0.042674253,25704,0.18469657,0.092084006,0.298061389,0.24726477,0.104651163,0.710016155,0.073272273,0.052631579,0,0,0.168490153,0,0.105815832,0.137792691,324053,323163,2.423263328
3.60E+11,190.1249825,0.637096774,0.166666667,11913,0.341346154,0.05577957,0.302419355,0.540952381,0.639722864,0.959005376,0.233853007,0.393728223,0,0.07047619,0.403809524,0,0.034946237,0.037469355,324919,321303,1.344086022
3.60E+11,177.4468042,0.112866817,0,30386,0.112866817,0.216704289,0,0.139037433,0,0.571106095,0,0.708494208,0,0.018716578,0.42513369,0,0.06772009,0.121151148,326190,322493,2.257336343
3.60E+11,190.4818889,0.595825427,0.123966942,14560,0.105140187,0.1,0.221818182,0.159021407,1,0.889090909,0,0.758409786,0,0,0.828746177,0.085454545,0.06,0.148578627,326885,322132,1.818181818
3.60E+11,139.546979,0.142857143,0,6786,0.123076923,0.035128806,0.035128806,0,0,0.571428571,0,0,0,0,0,0.964871194,0.012880562,0.129963733,331141,328130,1.170960187
3.60E+11,164.6396365,0,0.087628866,4494,0,0,0.025767544,0,0,0.670504386,0,0,0,0,0,1,0.003837719,0.114875414,325494,325913,0
